"","X","Group","HostReportedName","HostCorrectedName","HostOrder","HostFamily","HostEnvironment","ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","ParType","ParPhylum","ParClass","Citation","LocationName","Longitude","Latitude","PopulationType","SamplingBasis","SampleNotes","Prevalence","HostsSampled","HostSex","HostAge","Intensity","IntensityMeasure","NativeRange","NumSamples","SamplingType"
"3242",22852,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2001","Le Souillot, France",6.38,46.99,"WN","Animals","Feces",0.5,2,NA,NA,"","ParasiteCount","Yes",2,"DirectFecal"
"3243",22853,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2001","Le Souillot, France",6.38,46.99,"WN","Animals","Feces",0.6,20,NA,NA,"","ParasiteCount","Yes",20,"DirectFecal"
"3244",22854,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2001","Les Fourgs, France",1.42,49.26,"WN","Animals","Feces",0.5,2,NA,NA,"","ParasiteCount","Yes",2,"DirectFecal"
"3245",22855,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2001","Pierrefontaine, France",-0.35,48.21,"WN","Animals","Feces",0.68,34,NA,NA,"","ParasiteCount","Yes",34,"DirectFecal"
"3246",22856,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2001","Pierrefontaine, France",-0.35,48.21,"WN","Animals","Feces",0.63,8,NA,NA,"","ParasiteCount","Yes",8,"DirectFecal"
"3247",22857,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2001","Pierrefontaine, France",-0.35,48.21,"WN","Animals","Feces",0.64,22,NA,NA,"","ParasiteCount","Yes",22,"DirectFecal"
"3248",22858,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2003","Le Souillot, France",6.38,46.99,"WN","Samples","fecalELISA",NA,NA,NA,NA,"",NA,"Yes",36,"Other"
"3249",22859,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2003","Le Souillot, France",6.38,46.99,"WN","Samples","fecalELISA",NA,NA,NA,NA,"",NA,"Yes",34,"Other"
"3250",22860,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2003","Le Souillot, France",6.38,46.99,"WN","Samples","fecalELISA",NA,NA,NA,NA,"",NA,"Yes",20,"Other"
"3251",22861,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Raoul et al. 2003","Le Souillot, France",6.38,46.99,"WN","Samples","fecalELISA",NA,NA,NA,NA,"",NA,"Yes",27,"Other"
"3252",22862,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Reiterova et al. 2005","Slovakia",19.48,48.71,"WN","Animals","fecalELISA",0.213,745,NA,NA,"",NA,"Yes",745,"PCR"
"3253",22863,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Reiterova et al. 2005","Slovakia",19.48,48.71,"WN","Animals","small intestine",0.336,1328,NA,NA,"",NA,"Yes",1328,"DirectOther"
"3254",22864,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multiocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Reperant et al. 2007","Geneva, Switzerland",6.14,46.2,"WN","Animals",NA,0.463,228,"All","All","",NA,"Yes",228,"DirectOther"
"3255",22865,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Robardet et al. 2008","Nancy, FRANCE",6.17,48.68,"WN","Animals","modified SCT",0.299,127,NA,NA,"190","ParasiteCount","Yes",127,"DirectOther"
"3256",22866,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Robardet et al. 2008","peri-rural areas in Nancy, FRANCE",6.18,48.69,"WN","Animals","modified SCT",0.308,26,NA,NA,"840","ParasiteCount","Yes",26,"DirectOther"
"3257",22867,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Robardet et al. 2008","rural areas in Nancy, FRANCE",6.18,48.69,"WN","Animals","modified SCT",0.538,52,NA,NA,"190","ParasiteCount","Yes",52,"DirectOther"
"3258",22868,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Robardet et al. 2008","urban areas in Nancy, FRANCE",6.18,48.69,"WN","Animals","modified SCT",0.041,49,NA,NA,"42","ParasiteCount","Yes",49,"DirectOther"
"3259",22869,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Saeed and Kapel 2006","Denmark",9.5,56.26,"WN",NA,NA,NA,NA,NA,NA,"","ParasiteCount","Yes",NA,"DirectOther"
"3260",22870,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Saeed et al. 2006","Denmark",9.5,56.26,"WN","Animals",NA,0.003,1040,"All","All","18.7","ParasiteCount","Yes",1040,"DirectOther"
"3261",22871,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Saeed et al. 2006","Denmark",9.5,56.26,"WN","Animals",NA,0.003,399,"All","Adult","53","ParasiteCount","Yes",399,"DirectOther"
"3262",22872,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Saeed et al. 2006","Denmark",9.5,56.26,"WN","Animals",NA,0.002,494,"Female","All","2","ParasiteCount","Yes",494,"DirectOther"
"3263",22873,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Saeed et al. 2006","Denmark",9.5,56.26,"WN","Animals",NA,0.005,641,"All","Juvenile","10.5","ParasiteCount","Yes",641,"DirectOther"
"3264",22874,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Saeed et al. 2006","Denmark",9.5,56.26,"WN","Animals",NA,0.004,546,"Male","All","27","ParasiteCount","Yes",546,"DirectOther"
"3265",22875,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Saitoh and Takahashi 1998","Abashiri district, Hokkaido Japan",144.13,43.73,"WN","Animals","Tissue",0.211,1159,NA,NA,"",NA,"Yes",1159,"DirectOther"
"3266",22876,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Saitoh and Takahashi 1998","Kushiro district, Hokkaido Japan",144.53,43.02,"WN","Animals","Tissue",0.202,845,NA,NA,"",NA,"Yes",845,"DirectOther"
"3267",22877,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Saitoh and Takahashi 1998","Nemuro district, Hokkaido Japan",145.48,43.27,"WN","Animals","Tissue",0.447,966,NA,NA,"",NA,"Yes",966,"DirectOther"
"3268",22878,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Sakai et al. 1998","Nemuro district, Hokkaido Japan",145.48,43.27,"WN","Samples","Fecal",0.3,134,NA,NA,"",NA,"Yes",134,"DirectFecal"
"3269",22879,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Sakai et al. 1998","Nemuro district, Hokkaido Japan",145.48,43.27,"WN","Samples","Fecal",0.458,212,NA,NA,"",NA,"Yes",212,"DirectFecal"
"3270",22880,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Shimalov and Shimalov 2003b","Belarus",27.95,53.71,"WN","Animals",NA,0.075,94,NA,NA,"",NA,"Yes",94,"DirectOther"
"3271",22881,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Snabel et al. 2006","Slovakia",19.48,48.71,NA,NA,NA,NA,NA,NA,NA,"",NA,"Yes",NA,"DirectOther"
"3272",22882,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Sreter et al. 2003a","Hungary",19.5,47.16,"WN","Animals",NA,0.05,100,NA,NA,"54","ParasiteCount","Yes",100,"PCR"
"3273",22883,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Stieger et al. 2002","Zurich",8.66,47.42,"WN","Samples","fecalELISA",0.45,NA,NA,NA,"",NA,"Yes",40,"Other"
"3274",22884,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Stieger et al. 2002","Zurich",8.66,47.42,"WN","Samples","fecalELISA",0.258,NA,NA,NA,"",NA,"Yes",604,"Other"
"3275",22885,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Tackmann et al. 2006","Brandenburg, Germany",12.53,52.41,"WN","Animals","Intestinal scraping technique",0.14,342,NA,NA,"",NA,"Yes",342,"DirectOther"
"3276",22886,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Takumi et al. 2008","Limburg Province, NETHERLANDS",5.94,51.21,"WN","Animals",NA,0.118,195,NA,"All","",NA,"Yes",195,"PCR"
"3277",22887,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Takumi et al. 2008","Limburg Province, NETHERLANDS",5.94,51.21,"WN","Animals",NA,0.077,39,NA,"All","",NA,"Yes",39,"PCR"
"3278",22888,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Takumi et al. 2008","Limburg Province, NETHERLANDS",5.94,51.21,"WN","Animals",NA,0.08,25,NA,"Juvenile","",NA,"Yes",25,"PCR"
"3279",22889,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Takumi et al. 2008","Limburg Province, NETHERLANDS",5.94,51.21,"WN","Animals",NA,0.143,70,NA,"Juvenile","",NA,"Yes",70,"PCR"
"3280",22890,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Takumi et al. 2008","Limburg Province, NETHERLANDS",5.94,51.21,"WN","Animals",NA,0.104,125,NA,"Adult","",NA,"Yes",125,"PCR"
"3281",22891,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Takumi et al. 2008","Limburg Province, NETHERLANDS",5.94,51.21,"WN","Animals",NA,0.071,14,NA,"Adult","",NA,"Yes",14,"PCR"
"3282",22892,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Tsukada et al. 2000","Sapporo, Hokkaido, JAPAN",141.35,43.06,"WN","Samples","Fecal",0.213,NA,NA,NA,"",NA,"Yes",155,"Serology"
"3283",22893,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","van der Giessen et al. 1999","The Netherlands",5.29,52.13,"WN","Animals",NA,0.018,272,"All","All","",NA,"Yes",272,"PCR"
"3284",22894,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","van der Giessen et al. 1999","The Netherlands",5.29,52.13,"WN","Animals",NA,0.024,85,"All","Adult","",NA,"Yes",85,"PCR"
"3285",22895,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","van der Giessen et al. 1999","The Netherlands",5.29,52.13,"WN","Animals",NA,0.016,183,"All","Juvenile","",NA,"Yes",183,"PCR"
"3286",22896,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2003","Antwerpen, BELGIUM",4.4,51.22,"WN","Animals","intestinal scraping",0.04,25,NA,NA,"",NA,"Yes",25,"DirectOther"
"3287",22897,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2003","Flanders, Belgium",4.45,51.1,"WN","Animals","intestinal scraping",0.017,237,"All","All","",NA,"Yes",237,"DirectOther"
"3288",22898,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2003","Oost-Vlaanderen, BELGIUM",3.62,51.02,"WN","Animals","intestinal scraping",0.014,72,NA,NA,"",NA,"Yes",72,"DirectOther"
"3289",22899,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2003","Vlaams-Brabant, BELGIUM",4.56,50.88,"WN","Animals","intestinal scraping",0.037,54,NA,NA,"",NA,"Yes",54,"DirectOther"
"3290",22900,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2005","Flanders, Belgium",4.45,51.1,"WN","Animals",NA,0.021,95,"Male","Adult","",NA,"Yes",95,"DirectOther"
"3291",22901,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2005","Flanders, Belgium",4.45,51.1,"WN","Animals",NA,0.023,86,"Female","Adult","",NA,"Yes",86,"DirectOther"
"3292",22902,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2005","Flanders, Belgium",4.45,51.1,"WN","Animals",NA,0.018,219,"All","All","",NA,"Yes",219,"DirectOther"
"3293",22903,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2006","Belgium",4.47,50.5,"WN","Animals",NA,0.161,1018,NA,NA,"",NA,"Yes",1018,"DirectOther"
"3294",22904,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2006","BELGIUM and Limburg, NETHERLANDS",NA,NA,"WN","Animals","Intestinal Scraping",0.149,1202,NA,NA,"",NA,"Yes",1202,"DirectOther"
"3295",22905,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2006","Flanders, Belgium",4.45,51.1,"WN","Animals","Intestinal Scraping",0.02,200,NA,NA,"",NA,"Yes",200,"DirectOther"
"3296",22906,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2006","Wallonia, Belgium",5.13,50.4,"WN","Animals","Intestinal Scraping",0.237,228,NA,NA,"",NA,"Yes",228,"DirectOther"
"3297",22907,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2006","Wallonia, Belgium",5.13,50.4,"WN","Animals","Intestinal Scraping",0.086,187,NA,NA,"",NA,"Yes",187,"DirectOther"
"3298",22908,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2006","Wallonia, Belgium",5.13,50.4,"WN","Animals","Intestinal Scraping",0.278,133,NA,NA,"",NA,"Yes",133,"DirectOther"
"3299",22909,"carnivores","Vulpes vulpes","Vulpes vulpes","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Vervaeke et al. 2006","Wallonia, Belgium",5.13,50.4,"WN","Animals","Intestinal Scraping",0.169,142,NA,NA,"",NA,"Yes",142,"DirectOther"
